Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Essential_Expenses,Discretionary_Expenses,Total_Expenses,Expense_Ratio,Savings_Gap
89302.91579,43,4,Self_Employed,Tier_1,26790.87474,0.0,4019.55104,11586.00751,5398.081444,4446.947691,3114.766031,6562.521009,2906.3137,5791.741574,2442.35646,14.60825893,13045.60117,16243.75459,1016.140147,281.0590551,536.3932514,655.9280889,1394.266093,139.196836,104.5292704,627.9406323,46071.00206299999,26988.159136,73059.161199,0.8181049918997275,-3198.1534200000006
38196.42366,32,1,Self_Employed,Tier_1,11458.9271,4254.271814,1099.12366,5536.15282,2912.803088,1143.17451,1839.876811,1858.560165,1288.281171,2314.445315,567.9519855,9.791773183,3740.107168,3922.85522,842.2111331,779.3490157,75.43771807,142.6603164,503.0866278,32.0085356,32.33811497,66.13312252,22273.609225,11999.9592145,34273.5684395,0.8972978398339401,-182.74805199999992
20019.38217,56,0,Professional,Tier_1,6005.814652,1727.675677,518.0834922,2862.639221,1320.826653,521.439437,747.7631434,1095.747181,952.2820062,0.0,211.5066956,6.076306823,1216.439085,4055.604015,290.4317351,350.046959,43.69603117,200.0425222,264.4873918,47.41498961,0.0,38.73506326,10299.6030084,5664.17515,15963.7781584,0.7974161251750558,-2839.16493
31986.85989,52,3,Self_Employed,Tier_2,6397.371978,3153.069366,1233.730219,4580.700518,1640.408109,1377.27603,790.4564414,1561.014037,1564.221715,1903.869298,945.9515663,6.815109243,2179.939445,6838.790614,397.7633341,288.2403249,198.4682034,132.2911908,220.9573762,28.40170864,38.08906322,196.9863009,15813.276613,9334.7926647,25148.0692777,0.7862000010061007,-4658.851169
68863.12312,28,1,Retired,Tier_1,20658.93694,0.0,2087.006692,10254.37729,4175.247684,2251.289318,2861.073484,4379.022726,2470.111907,3655.982006,1354.271584,13.28815235,9150.636713,14715.80349,925.2980292,997.2106881,607.4185218,457.4896007,953.7354536,89.19838995,84.65286025,191.8002154,33251.060270999995,20896.259360000004,54147.319631,0.786303571167453,-5565.166777
6094.879111,26,2,Self_Employed,Tier_2,1218.975822,0.0,195.5242105,642.5167184,348.9660065,281.7020731,256.2181077,483.9710122,195.4421897,407.5865108,125.6399408,6.296375072,383.756449,1938.336519,104.6810826,32.95241054,27.04836673,45.56610788,133.60719,8.153710115,9.241348112,14.8353742,2501.4997452000002,1655.0428465,4156.5425917,0.6819729343274911,-1554.58007
23825.88966,59,2,Self_Employed,Tier_3,3573.883448,2378.418763,898.6451286,2713.1382,1476.64458,1057.332981,751.7438168,1585.296185,1099.589003,1931.479159,530.5807243,9.737655626,2320.083085,5829.137666,366.8742819,117.1350901,316.7093044,132.0539562,343.3884286,23.8705709,4.778733746,138.4754223,11467.3116866,6529.440302099999,17996.751988699998,0.7553443856878835,-3509.0545809999994
90707.7954,40,4,Self_Employed,Tier_1,27212.33862,12058.79679,2061.470911,9071.381958,5649.207746,3522.144076,3709.635352,4018.896409,3040.144677,5584.461862,2546.289144,12.83859286,11645.60455,12233.02786,1120.271732,832.7835002,991.4593227,1099.054537,698.7465149,82.56569986,119.6813629,734.9105234,53976.10926899999,24498.658276,78474.767545,0.8651380754977537,-587.4233100000001
19919.5699,21,2,Self_Employed,Tier_3,2987.935486,0.0,583.613883,2795.143602,1374.811033,843.9531216,905.6887543,862.4268295,723.7691863,1208.46499,257.5117533,6.812306791,1356.982213,7376.251267,324.1769706,215.7062788,120.0585822,85.09381934,62.68377313,35.04289656,55.59450453,73.24752973,6366.210374799999,6177.1082642,12543.318639,0.6296982666779367,-6019.269053999999
103346.1703,47,3,Self_Employed,Tier_2,20669.23406,0.0,3873.093152,13933.76409,7127.679732,2577.838662,2260.667343,7248.451848,3656.099191,7662.263694,1037.673651,18.17177902,18779.8377,33299.4049,2999.769306,1479.352416,674.7637121,440.636633,1384.580364,143.1246503,330.2546073,81.36411956,43109.141945,26937.623478000005,70046.765423,0.6777877227541542,-14519.567200000001
93036.55097,45,4,Student,Tier_3,13955.48265,7016.99181,2245.838582,13632.61658,6671.521097,4512.384655,2698.652721,4275.462152,4141.776516,7310.814733,2727.589668,12.8488476,11954.12465,23847.41981,831.6292333,1828.194462,1145.421947,195.8229124,357.2146604,60.73457388,39.97891026,347.4679315,38946.366443,30242.764721,69189.13116399999,0.7436768715374058,-11893.29516
28467.81325,42,4,Retired,Tier_2,5693.562649,0.0,1034.033585,3854.502385,2172.636989,930.5456883,1033.376824,2163.795557,1150.413538,1524.509114,636.9277748,6.087770719,1733.055199,8273.509142,218.9983637,326.5170823,242.0080133,260.6681388,138.2384502,37.02478244,4.35503276,89.24832763,11566.314443000001,8627.9896611,20194.304104100003,0.7093732113090915,-6540.453943
19036.64751,39,3,Self_Employed,Tier_1,5710.994253,0.0,790.6330023,1959.781648,1265.184772,682.192465,878.3939325,1055.548554,682.5254583,1629.02463,487.2319652,7.308807114,1391.351848,3895.13683,537.7959892,227.8840651,98.65977659,186.2813521,278.2244286,28.77649026,24.54716881,98.08633312,9868.7258976,5272.7847827,15141.510680299998,0.7953874584454077,-2503.784982
23838.69933,42,2,Professional,Tier_3,3575.804899,0.0,834.6715209,2642.381575,1391.570318,490.1633229,1026.958976,968.2778335,955.8719637,1233.894181,488.5404479,8.94457226,2132.269687,10230.56429,485.4018394,329.1925173,114.8063235,247.4878804,90.97127507,30.79691628,6.616371688,28.40432417,7568.5203981,6039.6146398,13608.1350379,0.5708421776508056,-8098.294603
252873.4018,43,1,Student,Tier_1,75862.02053,0.0,8883.514457,26460.93362,19617.55128,7694.678339,7863.340034,15016.59698,9075.39281,13985.54134,6171.855204,15.46197136,39099.21295,62241.97719,7003.626925,5028.217111,589.9302395,2060.835576,925.5779232,222.8249736,257.4886612,1822.247211,122823.066117,67808.358477,190631.42459399998,0.75386111483869,-23142.764239999997
134388.7796,46,4,Professional,Tier_2,26877.75591,18354.43721,3309.560735,13548.08334,10093.02164,4967.239079,4288.663209,7814.636733,5120.61696,6723.608483,2692.566723,16.29880762,21903.76864,30598.58954,2494.118783,2645.208463,940.1557301,910.2455361,892.6620984,96.70349311,161.7453334,654.2178523,68200.616031,35589.573991,103790.190022,0.7723129142992827,-8694.820900000002
33165.49934,63,1,Retired,Tier_3,4974.824901,0.0,693.0079289,3767.794122,2060.926831,1130.838164,810.7982753,2255.215371,1314.458915,1766.929985,871.4665914,5.213282962,1729.011326,13519.23826,698.7635168,183.4789486,85.29952275,94.93095763,398.8226562,35.51851617,20.26394703,88.95950386,11004.4371009,8641.8239837,19646.261084600003,0.5923704293788571,-11790.226934
18442.80904,58,1,Self_Employed,Tier_1,5532.842711,0.0,408.6686968,2378.500924,1157.496083,743.7033431,753.4180452,874.0445542,567.2039946,1135.585776,219.1920779,9.593227038,1769.260543,4672.152831,594.6906808,164.3146656,40.15777833,195.9614144,163.3221113,5.475579691,48.06130903,30.60711413,8518.3457326,5252.3104732,13770.656205800002,0.7466680469300138,-2902.892288
32944.6938,49,1,Retired,Tier_2,6588.938761,3477.196061,1162.384262,4729.231488,2088.480296,815.2656153,929.8034271,2193.342413,1222.369066,2265.270766,700.0253437,7.253789971,2389.738895,6772.386304,1312.526135,522.5223295,166.5867607,51.9320159,247.0451915,48.781473,95.72464896,128.0421375,16909.501329,9262.8061701,26172.3074991,0.7944316513604992,-4382.647408999999
36461.57342,43,1,Self_Employed,Tier_3,5469.236013,5241.335814,1220.1728,4856.259177,2263.558009,741.1815703,837.3708102,2271.678004,1425.148907,2947.010291,889.4434733,7.464109309,2721.531696,8299.178549,1190.977367,412.673516,85.91413553,172.0568559,665.6667114,46.65992685,97.13347184,97.35264594,18574.581829,9587.813039800001,28162.394868800002,0.7723856166161027,-5577.646853
11095.17569,45,3,Self_Employed,Tier_2,2219.035139,0.0,492.4725205,1212.035531,866.4279138,449.834945,487.7949976,856.6902992,460.3385642,1096.387051,139.6704471,8.892142217,986.5988018,2814.488286,349.5156944,113.4753117,63.5098603,85.10380559,165.2629949,18.6234547,11.95891696,16.36378571,5124.9235739,3155.7638345,8280.6874084,0.7463322474346505,-1827.8894841999997
31983.8279,37,0,Professional,Tier_2,6396.765581,0.0,1001.808088,3967.530321,1796.875416,1330.036083,729.921846,2342.661192,1067.188689,0.0,392.8062298,5.882199858,1881.35268,12958.23446,445.7710472,232.4675451,84.2319181,150.5498868,269.9259414,9.239477239,0.0,71.11913049,10808.42355,8217.1698958,19025.593445799997,0.5948504195709482,-11076.88178
86411.50628,19,2,Retired,Tier_2,17282.30126,11651.43039,4144.974169,9632.623251,6078.167,2124.644062,3547.65367,3796.469593,3035.914898,6605.732905,2238.955499,13.06578927,11290.34532,16272.63959,1875.190301,765.4220242,553.096422,965.2113818,1018.808131,148.2869975,200.8431995,393.7824206,46516.823215000004,23622.043482,70138.866697,0.8116843429360945,-4982.29427
7111.491784,40,0,Self_Employed,Tier_2,1422.298357,845.8905428,214.0049074,923.1995262,390.5768732,349.1031511,163.8086338,434.9294839,287.2678283,0.0,142.2451033,7.112563704,505.8093835,1938.167377,85.78290646,86.16241668,41.73439943,48.96593907,109.116751,2.21744054,0.0,21.78808619,3204.3911193999998,1968.9332876000003,5173.324407,0.7274598022653077,-1432.3579935
58117.3681,56,0,Retired,Tier_3,8717.605215,0.0,2132.076642,7555.156498,2961.850335,1286.94026,1623.930478,4635.602565,2822.388738,0.0,721.2754436,10.17473638,5913.288993,25660.54192,626.3265778,598.4954715,367.8176222,307.4692,631.1429613,69.51947073,0.0,135.7131991,18307.673160000002,14149.153014599999,32456.8261746,0.5584703374514993,-19747.252927
90110.41554,22,4,Self_Employed,Tier_2,18022.08311,6116.344699,3619.269101,10612.45339,4743.966972,3213.390023,3536.298932,6634.314545,4215.698419,8152.002235,1877.947943,11.72478251,10565.25025,19366.64617,961.6156766,1260.037766,594.6446211,929.1276244,1074.418112,144.005354,311.409568,423.4318236,46759.712109,23984.05726,70743.769369,0.7850787164287002,-8801.39592
19158.59626,38,0,Retired,Tier_2,3831.719251,0.0,824.9870716,2075.571239,978.859794,762.0994678,717.4583177,832.0109545,956.153291,0.0,246.5860604,7.752245286,1485.221375,7933.150809,249.7034851,60.21929084,152.1352379,165.1171709,187.3680838,40.04753547,0.0,68.26592723,6444.8705681,4780.5748789,11225.445447,0.5859221257476408,-6447.929434
116342.449,39,0,Retired,Tier_2,23268.48979,0.0,4607.936542,15807.99811,8654.991775,4126.701415,4061.219996,4892.921481,3847.529722,0.0,1556.618838,16.49032133,19185.24368,45518.04128,2308.865242,1996.978443,893.9542072,731.2274027,738.0145323,96.95357568,0.0,462.5638744,36616.877535,34207.530134,70824.40766900001,0.6087580954136526,-26332.797599999998
17269.25464,28,3,Self_Employed,Tier_2,3453.850927,0.0,410.5291702,1985.36051,1377.463313,626.7386863,747.0522949,1271.213953,787.2266063,1281.245241,485.2162105,6.854738416,1183.762232,4843.357722,263.0058841,101.9398251,138.414502,106.2346112,369.487157,33.84395786,6.506291493,125.2471366,7204.065897499999,5221.831014699999,12425.896912199998,0.7195386929681639,-3659.5954899999997
42694.21842,47,1,Retired,Tier_3,6404.132764,3142.209973,1733.889065,6252.049266,3343.903836,1379.283034,1813.510835,2414.556951,1675.644647,3818.229664,531.3672969,14.28699423,6099.720522,10185.44109,1032.667531,517.8301962,204.7780776,340.2023868,508.9500377,58.77460614,19.37297165,133.3394126,19188.663063999997,13320.1142679,32508.777331899997,0.7614327779021092,-4085.7205680000006
23471.31962,45,0,Self_Employed,Tier_1,7041.395885,0.0,470.0980727,2809.254161,1186.939145,775.6973662,1145.541532,1371.900555,1098.210441,0.0,300.4502555,8.276792474,1942.672416,7271.832203,207.2978453,245.5488556,106.4774108,283.0308629,294.7488346,37.43272472,0.0,31.1463799,9981.604953699998,6217.8824597,16199.487413399998,0.6901822170917206,-5329.159787
23467.12008,53,0,Self_Employed,Tier_2,4693.424016,0.0,705.8494373,2355.831937,1746.207972,812.965131,581.4322976,1316.488432,1151.507483,0.0,304.1667767,8.041228747,1887.044806,9799.246599,429.5865606,323.1609571,133.6950354,169.3646365,394.5655941,19.76861146,0.0,81.0082122,7867.269368300001,5800.6041143,13667.8734826,0.5824265370444212,-7912.201793
18308.36622,34,4,Self_Employed,Tier_2,3661.673244,1866.745654,629.0072029,2325.145474,1099.379718,596.8695428,822.1938886,1242.491695,713.9073781,1540.959894,380.3977055,8.75576878,1603.038214,3429.594824,575.1791421,239.0243859,36.23526601,166.5942034,344.3789691,20.3940964,29.9177814,60.19223599,9654.785068,5223.9863288999995,14878.7713969,0.8126760857911219,-1826.5566099999999
52460.3563,38,2,Student,Tier_1,15738.10689,8448.769406,1698.038513,6585.219739,2755.07437,1605.000968,1356.520721,2983.319458,1591.827533,4168.507197,1148.807804,10.07646667,4381.163706,4381.163706,889.2420133,263.788651,177.9963569,322.8284056,449.7747186,41.86444087,1.494634113,206.0659438,34628.568997,13450.623602000001,48079.192599,0.9164862000565559,0.0
59159.76987,54,4,Self_Employed,Tier_3,8873.96548,5929.800521,1650.543132,6960.724635,3669.832688,1309.344887,1331.774966,2885.097892,1841.578503,4256.835066,770.0522086,12.95573681,7664.584079,19680.21989,895.2429853,933.2211797,367.589558,364.1470153,829.0548776,77.51889783,44.03635526,224.0564478,25437.820594,14041.729384599998,39479.5499786,0.6673377882529616,-12015.635811
28493.03359,53,2,Retired,Tier_3,4273.955039,2619.941726,1304.005555,3033.959196,1869.438466,1247.433062,578.2891562,2183.431491,1337.352568,2688.133863,541.0266294,6.426774519,1831.183023,6816.066838,300.3524064,440.6217217,212.6972554,58.99725097,178.9349023,25.26026895,43.32713493,75.45527967,14406.820242000002,7270.1465096,21676.9667516,0.7607812865249917,-4984.883814999999
10106.94499,42,2,Student,Tier_1,3032.083498,0.0,503.25673,1353.425536,644.1534241,336.2388093,396.3844563,665.4689496,482.163882,586.9243243,118.5108695,8.704448119,879.7537834,1988.334515,85.73405086,156.5141738,37.95620711,71.03423715,136.9501565,3.835797411,1.795682954,30.24884186,5269.8973839,2848.7130951999998,8118.6104791,0.8032704726435836,-1108.5807316
41418.74329,41,2,Self_Employed,Tier_2,8283.748659,0.0,1648.507897,4760.802483,2203.345676,1019.50745,1785.269115,2801.276962,1881.489328,3233.152371,834.9365624,10.62862848,4402.244345,12966.70679,538.1202142,127.4637451,178.2128008,420.1006853,725.6661869,70.88912639,122.9237215,125.9416879,17848.175217,10603.8612864,28452.0365034,0.6869362574375685,-8564.462445000001
42047.8758,47,3,Retired,Tier_2,8409.575161,0.0,997.4540504,4299.48341,3286.68619,2006.074084,1070.559476,2213.313368,1327.775039,3996.771016,852.2675448,13.39704744,5633.173867,13587.91647,372.4049589,487.8088915,413.7850123,77.26337632,454.7384057,46.86555507,165.7210863,82.00521207,16944.8886344,11515.0707048,28459.9593392,0.6768465421313863,-7954.742603
25224.74287,59,3,Retired,Tier_2,5044.948573,4265.114008,645.6243889,3676.084251,1953.29717,949.371897,1144.516053,1794.366694,770.464818,1415.531434,386.2487626,7.155173513,1804.87412,3179.174816,629.2618961,153.6351558,47.67674995,73.33769174,476.963144,14.02097396,61.46778007,49.37898442,13936.0499159,8109.5181336000005,22045.568049499998,0.8739660167445742,-1374.3006960000002
133617.6564,52,1,Retired,Tier_3,20042.64847,24164.84142,2686.725905,14438.39255,9472.034229,3895.586976,3306.818836,10653.77336,5964.675788,9012.937051,2081.484963,17.71307823,23667.80002,27897.73691,845.9957949,1564.566384,369.9940858,363.0526073,3064.883635,138.0320261,435.5201801,510.6757202,72525.601994,33194.317554,105719.919548,0.7912121975221232,-4229.936890000001
8585.321732,38,2,Student,Tier_1,2575.59652,0.0,266.232675,922.7842388,500.4201069,383.6563536,224.7958328,663.4377822,366.8310058,497.8880651,249.8472382,6.498715853,557.9356645,1933.831914,144.4616913,89.41008943,73.31487677,61.86563794,111.7940752,8.549052685,23.66332439,65.86793042,4369.9860481000005,2281.5037703,6651.4898184,0.7747513751998316,-1375.8962495
5090.471269,23,3,Professional,Tier_3,763.5706903,807.5114035,227.0579875,546.1188805,355.6205785,193.8995979,152.6362671,369.2839033,174.8939499,374.1576644,144.2244741,9.363117281,476.6267951,981.4958717,147.228428,77.6017772,53.74543785,39.43379461,89.97769451,2.661298396,5.047280216,41.53150397,2716.4755989,1392.4997981,4108.975397,0.8071895861632453,-504.86907659999997
16718.72689,38,3,Professional,Tier_2,3343.745378,0.0,452.2626839,1873.747826,923.0512965,689.9985883,835.7768623,1087.875667,565.4914605,1417.265561,485.9860253,5.579276369,932.7839786,5043.525542,369.0203436,142.5289273,169.6164635,85.47471753,271.4000704,22.05184109,51.06682946,38.37865483,6866.640750400001,4808.560598399999,11675.201348800001,0.6983307655909677,-4110.741563400001
52960.00515,25,0,Student,Tier_2,10592.00103,0.0,1701.054751,5911.486085,3152.884715,1964.997977,1994.560913,4145.943277,2048.717043,0.0,1270.761924,11.54299066,6113.168448,20177.59744,509.9018736,755.8960785,229.8255554,433.6528894,474.6665493,45.56156357,0.0,317.8016484,18487.716101,14294.691614,32782.407715,0.6190031066301738,-14064.428992000001
12890.90046,22,2,Self_Employed,Tier_1,3867.270138,0.0,625.2708649,1378.517381,1008.349585,526.9573776,383.2098718,778.5218513,479.9795294,649.4361906,320.6840299,9.153606627,1179.982319,2872.703639,409.5632546,271.8670824,149.9375564,53.38468777,146.2639868,23.01082893,8.666686768,42.96715555,6400.4785741999995,3617.7182453,10018.196819499999,0.7771526008277003,-1692.7213199999999
13686.64646,57,4,Professional,Tier_3,2052.99697,0.0,491.7787129,1891.208063,694.3046894,361.6564405,440.2892715,551.2055138,571.2408263,1066.355732,400.5232782,8.819161321,1207.047431,5165.086967,246.7440871,42.13277037,69.48084428,83.59686573,106.4822802,12.96718016,10.26016526,70.18371868,4733.577755,3787.9817425999995,8521.5594976,0.6226185152443836,-3958.039536
64200.72161,27,0,Professional,Tier_2,12840.14432,0.0,3094.409465,8740.823435,3819.872906,1718.573241,2668.498859,5019.360687,2827.191937,0.0,1697.370666,12.54722973,8055.412028,21774.47609,492.6469863,321.8295995,475.2629975,222.3527211,1018.150761,110.226636,0.0,256.8815358,23781.106409,18645.139107,42426.245515999995,0.6608375178977991,-13719.064062000001
43433.70358,48,3,Retired,Tier_1,13030.11107,0.0,933.7291387,4429.743455,2800.066589,1923.69385,1105.306092,2402.890806,1423.834702,4006.196949,952.417025,13.50734519,5866.740272,10425.7139,266.3253756,364.065442,358.3513555,254.9759096,262.6181886,27.13648721,195.8124137,122.9103157,21796.762665700004,11211.227011,33007.9896767,0.759962585642806,-4558.973628000001
40562.58579,47,3,Retired,Tier_1,12168.77574,4753.15117,1631.3933,4307.571865,3048.781594,2027.598871,1059.627714,2498.194045,2015.692596,2904.992798,1151.20142,12.48519373,2995.604678,2995.604678,845.0772911,429.1141653,177.2132812,229.1468483,215.7489033,73.93730815,142.1149744,124.1353729,25972.199649,11594.781464,37566.981113,0.9261485771023378,0.0
56055.40167,38,3,Self_Employed,Tier_2,11211.08033,4588.761123,1341.47527,7830.446185,4282.486823,1707.249636,1596.779714,4460.171512,2004.872881,3479.684549,573.6538971,14.36676704,8053.348972,12978.73975,1592.306863,759.6263694,221.7196872,296.8002095,1103.265323,79.54381111,22.6138286,110.7302458,27086.045665,15990.616255100002,43076.6619201,0.7684658505114945,-4925.390778000001
21349.81382,53,3,Professional,Tier_1,6404.944145,4253.473764,445.7800462,2702.845102,1500.504145,601.8030285,796.2530426,1317.343883,1045.936648,1615.622203,439.4737389,7.531611989,225.8340709,225.8340709,684.7570416,88.24715157,175.3043731,127.4521497,83.30010502,38.43912621,26.35427425,28.85249372,15083.1006892,6040.879057000001,21123.979746200002,0.9894221993829079,0.0
22153.82399,44,4,Retired,Tier_2,4430.764799,2231.198878,618.9929199,2447.783755,1346.878163,482.1511835,632.8362394,973.8656862,678.2534861,1834.649899,653.1508994,5.629972347,1247.254165,5823.298087,577.730566,227.8914284,122.2449442,82.48808382,278.1495704,8.158706861,52.80266837,192.0734534,10767.7256682,5562.800240299999,16330.5259085,0.7371425319561726,-4576.043922
57341.28095,55,1,Student,Tier_3,8601.192142,6588.576267,1180.240407,7999.356583,4551.28869,1956.672277,2165.462805,4403.722168,1818.033564,5568.276421,1315.559229,13.15691311,7544.342512,11192.9004,528.3721761,999.0972274,267.1122818,253.369973,1103.918421,46.76953088,80.17845848,144.8185285,28160.040969,17988.339583999998,46148.380552999995,0.8048020516535042,-3648.5578880000003
10229.62535,52,1,Self_Employed,Tier_2,2045.925071,0.0,253.7642976,1402.555443,518.8885811,480.0428123,400.5205743,777.9725922,423.9102119,982.4340198,161.8721695,8.302182619,849.2821782,2781.739581,167.3010108,145.8158895,58.29143581,83.09715301,208.5849196,16.01521093,2.495270197,40.82057086,4484.0061925,2963.8795802,7447.8857726999995,0.7280702389261987,-1932.4574027999997
5403.362822,49,2,Retired,Tier_1,1621.008847,0.0,140.6452937,736.6544514,426.3680406,152.4684821,191.8076475,314.6007477,239.6498944,330.6932014,138.7613443,5.304342826,286.6128882,1110.704872,177.9032745,57.85762324,40.09183699,41.23214444,44.93343299,7.451727837,10.85215243,24.09504691,2646.5979841999997,1646.0599659000002,4292.6579501,0.7944419228378071,-824.0919838
21212.06329,43,3,Retired,Tier_1,6363.618986,0.0,1058.479426,2210.926713,1663.302137,766.5614748,937.0432781,1636.991557,995.5128345,1213.120983,453.8016572,5.854517578,1241.863974,3912.704239,432.4668712,495.1481171,144.5041719,150.4901227,324.8812854,47.79680805,38.73086226,33.80113044,11267.7237865,6031.635260099999,17299.3590466,0.8155434391314227,-2670.840265
63174.20145,21,2,Retired,Tier_1,18952.26044,0.0,1375.70389,8697.251182,3906.011979,2202.865188,2417.090764,4331.603124,2478.397657,6177.337814,683.3843765,12.04564336,7609.739002,11952.29504,1801.725905,531.7095067,306.9256535,699.3570166,837.0801199,34.1355821,291.2737543,140.6105108,33315.302925,17906.603489499998,51221.9064145,0.8108041770031744,-4342.556038000001
36805.42088,44,4,Student,Tier_3,5520.813132,4722.86561,1785.828052,4418.026124,2054.564078,1414.796257,997.4789055,2797.189503,1149.467311,2768.616735,398.4208859,8.806405591,3241.234642,8777.354287,598.748822,133.6437324,307.2643689,172.77398,305.5625077,4.405471836,75.96533095,78.16358441,18744.780343000002,9283.286250399999,28028.0665934,0.7615200675134897,-5536.119645000001
59562.76229,53,2,Student,Tier_1,17868.82869,0.0,1876.778438,6600.903653,4406.436007,2057.420486,2946.624267,3716.905772,2182.364752,3027.34359,1034.273424,13.69060132,8154.500322,13844.88321,928.4745423,394.2457662,530.1228035,684.5069178,734.7933909,85.36382721,63.86329255,227.821658,28672.221242000003,17045.657837,45717.879079000006,0.7675580735562291,-5690.382888
5978.453565,54,1,Retired,Tier_1,1793.536069,805.2291833,216.9214698,735.8397399,420.3804877,142.8951327,208.1510284,452.9183705,296.6984923,335.1068438,150.1600871,9.136312134,420.61666,420.61666,49.92416156,82.36568199,21.94137337,23.06455426,118.7032703,12.8706593,11.75096978,28.69701306,3900.4104287,1657.4264758000002,5557.8369045,0.929644571806589,0.0
